id,score,date
springsteen_on_broadway,75.0,2018-12-14
springtime-in-a-small-town,73.33,2004-12-03
sprinter,60.0,2019-09-05
sprung,41.0,2022-01-26
spud,60.0,2012-04-20
spun,42.88,2003-11-25
sputnik_2020,66.59,2020-10-08
sputnik_fever,67.08,2011-11-17
spy_2015,68.81,2016-06-10
spy_cat,40.0,2019-04-25
spy_game,65.94,2010-12-28
spy_hard,31.94,2013-06-14
spy_intervention,20.0,2020-07-23
spy_kids,74.42,2010-12-28
spy_kids_2_island_of_lost_dreams,72.81,2010-12-28
spy_kids_3d_game_over,55.1,2010-12-28
spy_kids_all_the_time_in_the_world_in_4d,36.15,2011-08-24
spy_next_door,28.8,2011-11-18
spy_who_loved_me,71.88,2008-05-05
spycies,30.0,2020-02-16
spyder,50.0,2019-07-17
spymate_2006,50.0,2006-02-24
squadron_303,40.0,2018-11-12
squadron_leader_x,62.5,2021-05-14
squanto_a_warriors_tale,37.5,2000-01-01
square_dance,49.5,2013-05-20
square_grouper_the_godfathers_of_ganja,55.0,2011-04-15
squatting_the_palace_2007,71.25,2007-05-11
squid_and_the_whale,84.06,2005-12-06
sr,78.61,2022-12-05
sri_lankas_killing_fields,75.0,2013-06-28
st-nick,72.5,2011-04-21
st_agatha,77.5,2019-02-08
st_elmos_fire,60.0,2003-06-19
st_georges_day,40.0,2012-09-07
st_ives,50.0,2004-10-23
st_trinians,42.88,2011-11-17
st_trinians_ii_the_legend_of_frittons_gold,43.33,2009-12-18
st_vincent,65.83,2015-01-08
stacey_dooley_investigates_second_chance_sex_offenders,60.0,2018-08-02
stackorama,70.0,2021-05-13
stage_beauty,67.29,2004-11-11
stage_door,100.0,2004-03-02
stage_fright_2014,45.0,2014-05-09
stagedoor,60.42,2006-05-30
stairway_to_heaven_1947,100.0,2018-10-05
stake_land,62.24,2011-06-22
stalag_17,84.5,2022-11-05
stalags,45.83,2008-04-09
stalingrad_2014,52.0,2014-02-28
stalins_wife,60.62,2005-07-14
stalker_2014,60.0,2014-02-28
stalker_2022_2,40.0,2022-10-04
stalkher,30.0,2015-08-28
stallone_frank_that_is,75.0,2021-01-23
stan_and_ollie,78.14,2019-02-22
stan_helsing_a_parody,19.0,2009-12-07
stand_2019,68.75,2021-05-05
stand_and_deliver,79.32,2021-08-12
stand_by_2011,30.0,2019-04-01
stand_by_me_1986,77.14,2013-06-26
stand_clear_of_the_closing_doors,80.0,2014-05-26
stand_up_guys,50.94,2013-06-28
standard_operating_procedure,79.88,2008-10-18
standby,60.0,2014-11-14
stander,63.86,2004-12-03
standing_by_yourself,70.62,2002-05-15
standing_in_the_shadows_of_motown,75.39,2003-07-25
standing_ovation_2010,31.25,2010-07-19
standing_tall_2016,58.0,2016-08-19
standing_up_2012,50.0,2013-08-16
standing_up_falling_down,64.72,2020-04-05
standoff_2016,50.0,2016-02-17
stanley_a_man_of_variety,50.0,2018-06-15
stanley_and_iris,50.0,2005-07-06
stanley_ka_dabba,70.0,2019-04-02
stanleyville,62.5,2022-04-22
star_80,90.0,2004-10-23
star_chamber,50.0,2004-10-23
star_kid,61.25,2000-01-01
star_maker,71.88,2000-01-01
star_maps,46.25,2000-01-01
star_men,80.0,2016-02-12
star_time,37.5,2022-06-02
star_trek_11,81.78,2015-03-17
star_trek_beyond,66.56,2016-08-09
star_trek_first_contact,70.0,2021-08-17
star_trek_generations,54.38,2021-08-17
star_trek_ii_the_wrath_of_khan,79.69,2022-09-01
star_trek_iii_the_search_for_spock,70.0,2004-10-23
star_trek_insurrection,57.5,2002-06-18
star_trek_into_darkness,74.94,2017-09-05
star_trek_iv_the_voyage_home,78.12,2003-05-20
star_trek_nemesis,58.53,2010-12-28
star_trek_the_motion_picture,65.83,2022-08-19
star_trek_v_the_final_frontier,44.58,2021-08-17
star_trek_vi_the_undiscovered_country,65.62,2003-05-20
star_wars_a_new_hope,94.81,2017-12-12
star_wars_episode_i_the_phantom_menace,60.65,2019-12-20
star_wars_episode_ii_attack_of_the_clones,63.2,2019-01-03
star_wars_episode_iii_revenge_of_the_sith,69.42,2019-01-08
star_wars_episode_vi_return_of_the_jedi,86.0,2015-12-15
star_wars_episode_vii_the_force_awakens,81.2,2016-08-16
star_wars_holiday_special,25.0,2018-12-20
star_wars_the_empire_strikes_back,96.25,2015-06-29
star_wars_the_last_jedi,80.23,2018-08-27
star_wars_the_rise_of_skywalker,60.15,2020-03-13
starbuck,56.74,2013-05-02
stardog_and_turbocat,40.0,2019-12-09
stardom,45.0,2001-02-07
stardust,66.14,2011-11-18
stardust_2020,39.44,2021-01-17
stardust_memories,65.0,2004-10-23
stare,50.0,2019-07-29
starfish_2016,53.33,2020-03-19
stargate,48.33,2000-01-01
stargirl,61.25,2020-03-25
stark_raving_black,60.0,2009-10-09
stark_raving_mad,40.0,2003-12-19
starkiss_circus_girls_in_india,70.0,2004-04-23
starless_dreams,78.75,2017-01-17
starlet_2012,67.68,2013-01-08
starman,67.5,2004-10-23
starred_up,77.8,2014-09-27
starry_eyes,75.0,2014-11-14
starry_starry_night_2012,67.5,2012-09-14
stars_at_noon,64.46,2022-12-09
stars_fell_on_henrietta,62.5,2019-03-29
stars_in_shorts,58.75,2012-09-28
stars_look_down,90.0,2003-05-21
starship_troopers_2_hero_of_the_federation,50.0,2011-11-24
starsky_and_hutch,61.35,2010-12-28
starter_for_ten,67.42,2007-09-22
starting_out_in_the_evening,71.3,2011-11-17
starting_over,50.0,2020-12-17
startupcom,78.0,2010-12-28
starvecrow,10.0,2017-11-29
starving_the_beast,72.5,2016-09-15
state_194,64.17,2013-05-17
state_and_main,76.67,2010-12-28
state_funeral,81.88,2021-05-21
state_like_sleep,43.75,2019-01-04
state_of_grace,61.67,2012-01-03
state_of_siege,80.0,2015-06-02
state_of_the_union,37.5,2006-08-23
state_property,0.0,2002-01-21
state_property_two,41.07,2005-04-14
statement,49.4,2004-03-26
staten_island_summer_2015,30.0,2015-07-27
states_of_control,40.0,2002-03-05
states_of_grace,67.5,2006-04-21
stateside,43.06,2004-05-23
station_agent,81.15,2010-12-29
station_to_station_2015,64.0,2015-06-28
stations_of_the_cross,74.44,2015-07-10
stations_of_the_elevated,80.0,2014-10-14
staub-dust,59.17,2016-04-06
stavisky,100.0,2005-05-09
stay,46.15,2011-04-04
stay_2013,50.83,2014-03-20
stay_cool,25.0,2011-09-16
stay_hungry,62.5,2005-05-09
stay_out_of_the_attic,38.75,2021-03-12
stay_the_night_2022,87.5,2022-10-07
stay_the_same_never_change,0.0,2009-03-27
stay_tuned,50.0,2003-06-20
staying_alive,31.67,2004-10-23
staying_together,50.0,2000-01-01
staying_vertical,57.17,2017-01-21
ste_anne,75.0,2021-09-16
steak_2014,50.0,2015-09-10
steal-me,50.5,2005-09-22
steal_a_pencil_for_me,78.33,2007-11-09
steal_big_steal_little,42.5,2000-01-01
steal_this_movie,54.17,2010-12-28
stealing_america_vote_by_vote,58.06,2011-11-16
stealing_beauty,54.64,2002-06-18
stealing_chaplin,60.0,2021-11-29
stealing_harvard,30.12,2007-03-10
stealing_home,25.0,2000-01-01
stealing_the_fire,62.5,2003-02-11
steam,40.0,2009-03-20
steam_the_turkish_bath,53.75,2000-01-01
steamboat_bill_jr,90.0,2022-06-08
steamboy,62.66,2005-12-06
steel_city,67.01,2007-06-28
steel_magnolias,65.0,2016-04-26
steelers,40.0,2021-04-15
steep,60.53,2011-11-24
stefan_zweig_farewell_to_europe_2017,66.67,2017-06-08
stegman_is_dead,37.5,2017-11-17
stella_dallas,90.0,2014-01-08
stella_days,43.75,2012-06-22
stella_street,48.0,2004-10-22
stellas_last_weekend,56.25,2018-10-26
stendhal_syndrome,67.5,2003-12-07
step_2017,78.86,2017-08-13
step_into_liquid,70.25,2010-12-28
step_sisters,60.0,2018-01-19
step_up,47.5,2006-11-30
step_up_2_the_streets,49.41,2011-11-17
step_up_3,50.0,2011-01-31
step_up_all_in,50.0,2014-09-12
step_up_revolution,49.52,2012-08-10
stepfather,59.17,2019-02-04
stepfather_ii,50.0,2021-08-18
stepford_wives,48.27,2010-12-29
stephanie_daley,75.42,2007-06-22
stephen-kings-it1990,60.0,2005-11-11
stephen_kings_a_good_marriage,32.5,2014-10-03
stephen_kings_silver_bullet,75.0,2000-01-01
stephen_kings_the_langoliers,60.0,2020-01-15
stepmom,61.92,2023-01-05
stepping-razor-red-x,60.0,2011-04-04
stepping_high_2013,50.0,2013-06-13
stepping_out_1991,55.0,2005-06-21
stereo,30.0,2005-05-09
sterile_cuckoo,75.0,2004-10-23
steve_and_sky,38.0,2005-07-08
steve_earle_just_an_american_boy,58.75,2003-12-04
steve_jobs_2015,75.61,2016-06-12
steve_jobs_man_in_the_machine,69.03,2015-09-04
steve_jobs_the_lost_interview,69.17,2012-05-25
steve_mcqueen_the_man_and_le_mans,56.5,2015-11-22
stevie,74.06,2003-08-14
stevie_1981,100.0,2018-06-16
stevie_nicks_in_your_dreams,75.0,2013-04-15
stewardesses,37.5,2009-01-30
stick_it,54.58,2006-10-17
stigmata,33.61,2000-01-01
still_2015,53.33,2015-09-08
still_alice,76.94,2015-03-08
still_bill,73.75,2010-02-11
still_breathing,60.0,2003-11-06
still_crazy,67.5,2002-11-24
still_life_2008,82.33,2020-09-25
still_life_2015,57.68,2015-02-08
still_life_in_lodz,62.5,2021-03-19
still_loved,80.0,2016-10-06
still_mine,74.31,2013-09-27
still_the_enemy_within,80.0,2014-10-28
still_the_water,55.83,2023-03-03
still_we_believe_the_boston_red_sox_movie,62.5,2004-05-07
stillborn_2018,75.0,2018-02-09
stillwater_2020,62.31,2021-08-08
sting_inside_the_songs_of_sacred_love,75.0,2011-11-17
stir_crazy,62.5,2022-06-16
stir_of_echoes,75.0,2001-04-17
stitches_2012,50.0,2012-10-25
stockholm_2019,55.47,2019-06-26
stockholm_my_love,55.0,2017-06-29
stockholm_pennsylvania_2015,60.0,2015-01-24
stoked_the_rise_and_fall_of_gator,68.33,2004-08-20
stoker_2013,62.03,2013-06-10
stolen,67.05,2006-09-01
stolen-childhoods,62.81,2005-07-05
stolen_2012,30.0,2012-09-15
stolen_children,74.38,2023-01-11
stolen_kisses,90.0,2004-06-30
stolen_seas_2013,70.5,2013-04-18
stolen_summer,47.67,2002-05-31
stomp_the_yard,50.93,2007-03-13
stone,63.4,2011-03-16
stone_bros_2009,20.0,2009-09-24
stone_killer,75.0,2004-10-23
stone_reader,74.79,2004-02-11
stoned,47.69,2006-04-14
stones_have_laws,70.0,2019-08-11
stonewall,65.83,2000-01-01
stonewall_2015,43.28,2015-09-25
stoning_of_soraya_m,54.8,2011-11-16
stony_island_1978,75.0,2018-06-16
stop_and_go,40.0,2021-03-25
stop_loss,65.8,2008-05-01
stop_making_sense,93.75,2009-12-22
stop_or_my_mom_will_shoot,17.5,2003-05-20
stop_the_pounding_heart,62.5,2015-03-12
stop_zemlia,80.0,2023-02-20
stopping_traffic_the_movement_to_end_sex_trafficking_2017,50.0,2017-09-28
storage_24,44.17,2013-01-02
storia-di-ragazzi-e-di-ragazze,50.0,2011-04-04
stories_we_tell,85.37,2013-12-31
storks,59.55,2016-10-16
storm_boy_2019,56.0,2020-04-06
storm_over_asia,80.0,2006-03-25
storm_surfers_3d,65.62,2013-07-17
stormy_monday,78.75,2003-05-20
stormy_weather,87.5,2021-01-28
story_of_a_love_affair,81.88,2020-07-23
story_of_a_prostitute,87.5,2005-07-12
story_of_boys_and_girls,70.0,2000-01-01
story_of_louis_pasteur,80.0,2011-04-04
story_of_my_death,95.0,2014-03-20
story_of_us,47.5,2020-04-07
story_of_women,62.5,2000-01-01
storytelling,61.72,2002-02-15
storyville,78.75,2000-01-01
stowaway_2021,67.08,2021-04-26
straight_out_of_brooklyn,82.5,2000-01-01
straight_outta_compton,73.48,2016-06-12
straight_outta_tompkins,75.0,2015-03-04
straight_story,89.17,2010-12-29
straight_talk,45.0,2000-01-01
straight_to_hell,37.5,2000-01-01
straight_up_2020,68.12,2020-05-06
straightjacket,45.0,2005-01-14
stranded_2012,35.71,2013-07-26
stranded_i_have_come_from_a_plane_that_crashed_on_the_mountains,87.13,2009-01-23
strange_behavior,70.0,2014-03-24
strange_brew,40.0,2004-08-30
strange_but_true,51.25,2019-10-15
strange_cargo,81.25,2006-08-05
strange_colours,75.0,2018-11-26
strange_days,75.36,2022-06-07
strange_fits_of_passion,30.0,2001-10-30
strange_magic,29.62,2015-08-27
strange_occurrences_in_a_small_irish_village,60.0,2017-01-01
strange_powers_stephin_merritt_and_the_magnetic_fields,66.36,2011-03-26
strange_weather_2017,61.5,2017-08-01
strange_wilderness,29.69,2015-04-20
strange_world,65.38,2022-11-30
strangeland,0.0,2001-02-14
stranger_among_us,40.31,2014-05-03
stranger_by_the_lake,79.32,2014-03-14
stranger_than_fiction,69.54,2007-02-03
stranger_than_paradise,90.0,2020-12-03
stranger_things_2011,87.5,2013-04-05
strangerland_2015,46.04,2016-02-23
strangers-in-good-company,90.0,2000-01-01
strangers2007,50.0,2019-01-29
strangers_kiss,75.0,2004-10-23
strangers_on_a_train,84.58,2004-09-06
strangers_on_the_earth,87.5,2017-04-21
strangers_online_2010,12.5,2011-06-25
strangeways_here_we_come,20.0,2018-10-04
strangled,50.0,2017-11-17
strapless,75.0,2000-01-01
stratton,29.69,2018-01-05
straw-dogs-2011,51.12,2011-11-17
straw_dogs,75.0,2004-10-23
strawberry_and_chocolate,71.79,2009-07-03
strawberry_blonde,80.0,2003-12-11
strawberry_fields_2011,52.0,2012-07-06
strawberry_mansion,73.12,2022-09-22
stray_2021,78.75,2021-03-31
stray_bullets,62.5,2017-02-05
stray_dog_2015,76.5,2015-10-22
strayed,73.46,2004-06-18
streamers,57.5,2010-01-04
streamline_2022,66.67,2022-04-05
stree,60.0,2018-08-31
street_dancer_3d,30.0,2020-01-25
street_days,60.0,2011-01-20
street_fighter_the_legend_of_chun_li,25.83,2011-11-17
street_gang_how_we_got_to_sesame_street,77.5,2022-02-17
street_kings,52.78,2008-10-18
street_knight,0.0,2000-01-01
street_of_shame,40.0,2006-03-25
street_smart,78.33,2022-05-09
street_survivors_the_true_story_of_the_lynyrd_skynyrd_plane_crash,12.5,2020-06-30
streetdance_2d,48.12,2019-03-26
streetdance_3d,56.67,2010-10-01
streetdance_family,50.0,2016-05-27
streets_of_fire,77.5,2004-10-23
streets_of_gold,62.5,2000-01-01
streets_of_legend,80.0,2005-11-23
streetwise_1984,100.0,2004-10-23
streits_matzo_and_the_american_dream,56.25,2016-04-21
strength_and_honor,38.06,2008-10-18
stretch_2014,40.0,2014-10-22
strictly_business,57.5,2004-10-02
strictly_sinatra,40.0,2002-06-12
strike_2007,65.83,2011-11-17
strike_2020,60.0,2019-05-10
strike_a_pose_2017,57.5,2017-02-05
striking_distance,25.0,2000-01-01
stripes,73.75,2004-10-23
stripped,80.0,2002-08-08
stripper,75.0,2000-01-01
strippers_vs_werewolves,30.0,2012-04-26
striptease,44.58,2014-06-18
stroker_ace,33.75,2004-10-23
stromboli,100.0,2022-06-22
strong_island,91.25,2018-07-24
stronger_2017,72.57,2018-02-21
strongman_2009,75.5,2011-03-18
stroszek,90.0,2003-05-20
struck_by_lightning_2012,42.25,2013-01-11
stryker_2005,56.25,2006-05-10
stuart_little,58.28,2010-12-28
stuart_little_2,68.1,2019-01-03
stuart_saves_his_family,51.0,2003-05-20
stuber,46.39,2020-12-10
stuck,62.61,2011-11-16
stuck_2013,55.0,2013-02-21
stuck_2019,37.5,2019-04-19
stuck_between_stations,48.33,2011-11-03
stuck_in_love,51.67,2013-07-05
stuck_on_you,56.3,2010-12-28
student_2012,60.0,2013-05-30
student_of_the_year,50.0,2019-05-10
student_of_the_year_2,30.0,2019-05-10
studio_54,65.92,2018-11-16
studio_666_2022,53.68,2022-02-28
stuff,18.75,2019-03-26
stuff_and_dough,76.67,2008-04-25
stung,35.83,2015-07-03
stuntwomen,65.0,2021-12-06
stupid_young_heart,62.5,2018-09-10
stupids,37.5,2000-01-01
sturm,66.11,2010-03-26
stutz,77.5,2022-11-18
styx_2019,80.28,2019-05-16
subject,72.0,2023-03-10
subject_two,50.0,2006-04-14
subject_was_roses,75.0,2004-10-23
sublet_2021,71.0,2021-06-16
submarine-2010,73.22,2011-10-18
submerged_2015,45.0,2016-08-18
submergence_2018,43.57,2018-08-17
submission_2018,56.25,2018-03-20
substance_of_fire,65.0,2000-01-01
suburban_birds,62.5,2019-04-02
suburban_commando,32.5,2000-01-01
suburbans,40.0,2000-01-01
suburbia,62.0,2006-10-08
suburbicon,49.45,2017-12-01
suburra_2015,68.57,2016-10-10
such_a_long_journey_2000,74.38,2000-01-01
suck_it_up,62.5,2017-12-01
sucker_2015,40.0,2015-12-02
sucker_free_city,100.0,2018-11-14
sucker_punch_2011,40.1,2011-04-13
sud_narodov_1947,80.0,2012-06-15
sudden-manhattan,70.0,2002-11-12
sudden_impact,63.33,2009-04-30
sudden_rain,100.0,2005-11-08
suddenly_2003,66.88,2004-02-10
suddenly_last_summer,60.0,2011-03-23
suddenly_naked,43.33,2003-07-10
sudoeste_2013,71.25,2013-01-16
sueno,70.0,2005-09-29
sueno_y_silencio,80.0,2012-05-24
suffragette,69.05,2015-12-29
suffragettes_with_lucy_worsley,90.0,2018-06-15
sufiyum_sujatayum,40.0,2020-07-16
sugar_and_spice,51.45,2010-12-28
sugar_cane_alley,90.62,2021-05-07
sugar_curtain,67.5,2009-01-30
sugar_mountain,56.25,2016-12-09
sugar_town,58.0,2001-02-07
sui_dhaaga_made_in_india,60.0,2018-09-28
suicide_kings,57.5,2000-01-01
suicide_squad_2016,49.22,2017-08-03
suite-16,40.0,2000-01-01
suite_francaise,55.96,2015-07-03
suited,75.0,2016-06-20
sukai_kurora,80.0,2010-04-29
sukiyaki_western_django,50.23,2011-11-18
sulemani_keeda,50.0,2017-01-09
sullivans_travels,90.0,2000-01-01
sully,71.05,2016-12-27
sulphur_and_white,56.0,2020-03-10
sultan_2016,60.0,2016-07-07
sum_of_all_fears,55.93,2002-08-05
summer-wars,71.0,2011-01-20
summer_03,68.75,2018-09-28
summer_04,67.5,2011-11-17
summer_1993,79.46,2018-08-03
summer_2011,91.5,2015-03-06
summer_catch,28.0,2014-08-08
summer_coda,53.33,2010-10-21
summer_days_summer_nights,75.0,2021-08-24
summer_hours,81.11,2009-06-19
summer_in_february,42.95,2017-09-05
summer_in_the_forest,67.5,2018-04-26
summer_in_the_shade,60.0,2022-06-15
summer_love,57.5,2008-02-21
summer_lovers,50.0,2004-10-23
summer_night_2019,50.0,2019-07-12
summer_of_42,61.25,2005-05-09
summer_of_84,50.0,2018-08-10
summer_of_85,63.04,2021-07-07
summer_of_blood,62.5,2014-04-21
summer_of_goliath,64.17,2011-07-08
summer_of_sam,65.25,2002-03-22
summer_of_soul,96.02,2021-08-02
summer_palace_2006,73.75,2011-11-18
summer_pasture_2010,70.83,2011-12-29
summer_rental,40.0,2003-04-18
summer_scars,45.0,2009-06-05
summer_things,80.0,2003-06-10
summercamp,71.56,2011-11-18
summering,50.62,2022-11-30
summerland_2020,64.35,2021-01-13
summerland_2020_2,60.0,2020-09-09
summers_tale,86.67,2014-09-04
summertime,72.5,2007-11-06
summertime_2021,76.07,2021-07-21
summit_fever,60.0,2022-10-11
sumurun,62.5,2006-11-29
sun_children,72.5,2021-07-02
sun_choke,75.0,2016-08-05
sun_dont_shine,77.08,2013-04-25
sun_kissed,41.25,2006-11-23
sundance_festival_shorts_2013,75.0,2013-11-07
sundance_shorts_best_of_2012,62.5,2013-01-17
sunday_bloody_sunday,86.67,2020-03-16
sunday_in_new_york_1963,60.0,2005-05-09
sunday_in_the_country,100.0,2003-07-08
sundays_children,79.17,2004-08-30
sundown_2016,12.5,2016-05-12
sundown_2022,76.5,2022-07-12
sundowners,54.17,2017-12-15
sunflower_2007,65.42,2008-01-04
sunless_shadows,75.0,2020-08-03
sunlight_jr,60.45,2013-11-15
sunrise,93.5,2014-02-25
sunrise_at_campobello,80.0,2010-12-28
sunset,35.0,2003-05-20
sunset_2019,65.5,2020-12-02
sunset_boulevard,100.0,2021-10-11
sunset_edge,49.17,2015-05-29
sunset_park,47.5,2000-01-01
sunset_song,74.22,2016-09-02
sunset_story,79.5,2005-03-04
sunshine,67.86,2019-01-23
sunshine_cleaning,64.98,2011-11-16
sunshine_on_leith,70.0,2017-09-06
sunshine_state,72.71,2002-08-20
sunshine_superman,73.53,2015-06-11
suntan_2017,66.67,2017-06-14
supa_modo,100.0,2018-06-19
super,45.0,2000-01-01
super-2010,47.59,2011-07-08
super-high-me,37.5,2008-04-11
super_30_2019,40.0,2019-07-12
super_8,70.35,2011-08-05
super_8_stories,40.0,2002-04-04
super_babies_baby_geniuses_2,22.22,2014-07-15
super_capers,13.0,2009-03-20
super_dark_times,71.25,2017-09-29
super_duper_alice_cooper,40.0,2014-04-17
super_fuzz,40.0,2006-11-13
super_mario_bros,44.69,2019-04-17
super_november,60.0,2018-11-23
super_size_me,72.96,2010-12-28
super_size_me_2_holy_chicken,63.12,2019-09-06
super_troopers,46.19,2010-12-28
superbad,73.29,2007-09-14
superbob,65.0,2015-10-18
supercon,50.0,2018-04-26
supercop,67.75,2022-06-14
supercop_2,61.67,2008-06-10
supercross,26.88,2005-08-28
superfly,80.0,2005-05-09
superfly_2018,54.33,2018-09-18
supergirl,38.33,2022-03-26
supergrid,62.5,2018-12-21
superheroes_2011,70.0,2011-10-06
superhost,62.5,2022-02-21
superintelligence,46.67,2020-12-08
superior_2022,50.0,2022-03-25
superman_ii,81.5,2010-07-14
superman_iii,48.33,2021-11-30
superman_iv_the_quest_for_peace,39.58,2022-01-09
superman_man_of_steel,59.08,2014-06-26
superman_of_malegaon,80.0,2019-03-26
superman_returns,72.92,2019-01-15
superman_the_movie,86.11,2023-04-06
supermensch_the_legend_of_shep_gordon,61.3,2014-07-20
supernova_2021,76.67,2021-06-28
superstar,40.0,2009-06-19
superstar_2011,40.0,2012-08-30
superstar_in_a_housedress,64.64,2005-01-20
superstar_the_life_and_times_of_andy_warhol,62.5,2002-02-21
supervized,50.0,2019-07-22
support_the_girls,80.29,2019-07-08
support_your_local_gunfighter,58.75,2004-10-23
support_your_local_sheriff,50.0,2004-10-23
supporting_characters,65.0,2013-01-25
supremacy,32.5,2015-01-29
suraj_pe_mangal_bhari,30.0,2020-11-14
sure_thing,78.5,2015-03-23
surf_ninjas,27.0,2013-06-03
surfer_dude,42.5,2008-09-15
surge,59.58,2021-09-24
suriyothai,58.0,2003-10-31
surprise_in_texas,80.0,2010-05-14
surrogate_valentine_2011,45.0,2011-09-29
surveillance,45.97,2011-11-17
survival_island,20.0,2006-07-29
survival_of_the_dead,44.61,2010-08-20
survival_skills,70.0,2020-12-04
survive_1976,0.0,2018-04-29
survive_the_game,20.0,2022-01-11
survive_the_night_2020,37.5,2020-05-22
surviving-eden,34.17,2006-08-31
surviving-evil,20.0,2013-08-27
surviving_911,80.0,2021-08-31
surviving_christmas,31.52,2010-12-28
surviving_christmas_with_the_relatives,26.67,2018-11-30
surviving_picasso,53.75,2000-01-01
surviving_progress_2011,67.31,2012-06-08
surviving_the_game,40.0,2000-01-01
survivor_2015,32.25,2015-06-07
survivors,38.75,2004-10-23
susana-the-devil-and-the-flesh,75.0,2002-05-10
susanne_bartsch_on_top,75.0,2018-09-07
sushi_girl,50.0,2012-12-06
sushi_the_global_catch_2012,48.75,2012-08-02
suspect_zero,47.02,2004-08-29
suspended_animation,52.81,2004-03-27
suspicion_2011,60.0,2012-03-01
suspicious-river,60.0,2002-04-16
suspiria_2018,58.85,2018-12-05
suture,53.33,2000-01-01
suzanne_2013,84.0,2014-03-16
suzanne_daveau,60.0,2022-08-02
suzhou_river,75.83,2001-04-16
suzi_q,74.38,2020-07-01
suzie-gold,60.0,2004-04-29
suzume,60.0,2023-02-23
svengali_2013,44.0,2014-03-23
svet_ake_2010,64.29,2011-07-29
svetat-e-golyam-i-spasenie-debne-otvsyakadethe-world-is-big-and-salvation-lurks-around-the-corner,75.0,2011-11-17
swallow,72.13,2021-02-17
swallowed_2022,62.5,2023-03-08
swallows_and_amazons_2017,65.0,2016-08-25
swamp_thing,52.5,2021-11-11
swan_princess,64.38,2005-05-29
swan_song_2021,62.71,2022-07-16
swan_song_2021_2,67.94,2021-12-31
swandown_2012,71.43,2012-07-23
swann_in_love,75.0,2004-10-23
swashbuckler,75.0,2004-10-23
swat,47.24,2010-12-28
swearnet_the_movie,56.25,2014-08-29
sweat_2020,73.06,2021-06-28
sweaty_betty_2016,68.75,2016-01-07
sweeney_todd_the_demon_barber_of_fleet_street_2007,78.96,2019-01-29
sweet-karma,25.0,2011-03-11
sweet_and_lowdown,71.25,2008-10-18
sweet_bean,68.12,2016-08-09
sweet_country_2018,83.55,2018-05-16
sweet_dreams,60.0,2012-01-03
sweet_dreams_2013,75.0,2013-12-05
sweet_dreams_2016,46.67,2017-04-26
sweet_girl,45.28,2021-09-05
sweet_hearts_dance,65.0,2002-08-01
sweet_hereafter,89.38,2002-11-06
sweet_home_alabama,54.3,2010-12-28
sweet_land,75.0,2008-09-05
sweet_liberty,61.25,2021-10-27
sweet_love_bitter,40.0,2005-05-09
sweet_micky_for_president,75.0,2015-11-13
sweet_movie,51.25,2005-05-09
sweet_mud,62.5,2007-06-15
sweet_nothing,75.0,2000-01-01
sweet_sixteen,81.45,2003-08-07
sweet_smell_of_success,100.0,2015-04-09
sweet_sweetbacks_baadasssss_song,62.5,2020-12-16
sweet_thing_2021,77.5,2021-09-07
sweet_vengeance,38.33,2013-10-10
sweet_virginia_2017,67.5,2017-12-08
sweetest_thing,44.9,2010-12-29
sweetgrass,76.71,2011-04-26
sweetheart_2021,73.75,2023-02-08
sweethearts-of-the-prison-rodeo,57.5,2010-09-24
sweetie,87.5,2000-01-01
sweetie_you_wont_believe_it,20.0,2022-02-15
sweetness_in_the_belly,62.5,2019-09-08
swept_away,93.75,2004-10-23
swept_from_the_sea,51.88,2000-01-01
swerve_2012,52.08,2013-12-06
swift,40.0,2019-07-24
swim_little_fish_swim_2013,72.5,2014-09-17
swim_team_2016,75.0,2017-07-07
swimfan,38.75,2010-12-28
swimmer,82.5,2014-04-01
swimmers,50.0,2006-06-16
swimming_2000,71.14,2003-03-10
swimming_out_till_the_sea_turns_blue,68.75,2021-05-28
swimming_pool,72.13,2003-09-30
swimming_to_cambodia,75.0,2022-05-09
swimming_to_ferguson,50.0,2018-09-13
swimming_upstream,54.29,2005-02-10
swimming_with_men,50.0,2019-03-22
swimming_with_sharks,60.5,2003-10-04
swing_1999,25.0,2004-07-09
swing_2002,73.75,2003-05-16
swing_kids,48.33,2000-01-01
swing_kids_2018,60.0,2018-12-21
swing_shift,72.5,2004-10-23
swing_vote,51.67,2011-11-17
swingers,71.88,2019-03-04
swinging_safari,65.0,2018-01-26
swinging_with_the_finkels,25.83,2011-08-24
swiss_army_man,59.92,2016-12-28
switch_2011,50.0,2012-03-29
switch_2012,53.12,2012-11-08
switchback,44.17,2000-01-01
switchblade_sisters,47.14,2001-02-14
switching_channels,75.0,2000-01-01
swoon,67.5,2000-01-01
sword_and_the_sorcerer,12.5,2018-06-20
sword_art_online_the_movie_progressive_scherzo_of_deep_night,40.0,2023-02-03
sword_in_the_stone,69.38,2010-12-29
sword_master,62.5,2016-12-08
sword_of_trust,71.75,2019-08-01
sword_of_vengeance,36.0,2015-05-28
swordfish,43.53,2010-12-28
sworn_virgin,72.5,2016-04-22
swung,40.0,2015-12-11
sx_acts,62.5,2013-12-06
sydney_white,47.5,2011-11-18
sylvester,75.0,2004-10-23
sylvia_plath_inside_the_bell_jar,100.0,2018-08-28
sylvies_love,75.97,2021-02-20
sylvio,50.0,2017-10-10
symbiopsychotaxiplasm_take_one,93.33,2006-03-24
